RestaurantID,Restaurant Name,Zip Code,City,Web / Apps,Main Cuisine,Seconday Cuisne,Main Product Sold,Secondary Sold,Avg Ratings,Number of Ratings,Payment Method,Delivery Fee,Avg Price,Descriptions
1811,Picco Bello Pizza Kurier,3600,Thun,Web,Italian,Pizza,Pizza Picco Bello,Pizza Hawaii,4.4,531,CASH,0,32.05,"If you want to fulfil your hunger for CuisineCH, then NameCH can help you with that. With primarily CuisineCH-based menus, and you’ll have all the varieties of MainCH or a SecondCH into your face the second you order online using PayCH right on our PlatformCH platform from eat.ch. Or go for our mobile app. It’s faster. Don’t forget to leave us a rating! "
1812,Catallo Pizzeria,5040,Schöftland,Apps iOS,Pizza,Kebab,Pizza Fantasia 30cm,Pizza Kebap,4.7,"1,366",PayPAL,0,34.35,"Looking for some good vegan food in CityCH? Then NameCH is your place to go. You can choose salads, like CuisineCH salads or MainCH or a SecondCH, and a ton of other things. So, choose right here, or download our eat.ch mobile app and choose there. You can pay online using PayCH right on our PlatformCH platform, and we will deliver your food to you fast."
1821,Restaurant Flachsacher,5242,Lupfig,Web,Pizza,Italian,Wunsch Pizza (32cm),Kalbs Cordon Bleu (200g) mit Pommes Frites,3.9,66,CASH,0,42.13,"Take some great food and stuff it all together. This is just one of the menu items for NameCH. Get a CuisineCH groove on. It doesn’t matter what you choose, we promise to deliver, and we promise to deliver fast. We’ve got a range of options when you pay online, so give it a try. Order right here on eat.ch using PayCH right on our PlatformCH platform, or just use our mobile app. As always, remember to leave us a rating. Try their a MainCH or a SecondCH."
1828,Pizzeria Da Toni,9100,Herisau,Apps Android,Pizza,Italian,Pizza Prosciutto,Pizza Calabrese (scharf),3.8,401,CASH,0,35.76,"Eat from the NameCH, right here in CityCH. All the magnificent delicacies you can think of, delivered to your home, no questions asked. Order online right now using PayCH right on our PlatformCH platform for fast delivery, and remember to download our app onto your iPhone or Android device to get all the CuisineCH food you want right at your fingertips. Try their a MainCH or a SecondCH."
1839,Ristorante Pizzeria Hirschen,8372,Sirnach,Web,Pizza,Swiss,Schweins Cordon Bleu,Pizza Prosciutto,4.5,622,CASH,0,43.89,"The name says it all. NameCH. You can almost feel the fresh smell of CuisineCH treats wafting down the streets of CityCH. Now make that fresh smell waft around your home or office, order and pay online right now using PayCH right on our PlatformCH platform right here on eat.ch, and we’ll deliver to you fast. Leave us a rating, let us know what you think. Try their a MainCH or a SecondCH."
1851,Holi Pizzeria,3027,Bern,Web,Pizza,Kebab,Kebab Dürüm,Kebab Box,4,285,CASH,0,35.02,"NameCH is known to be friendly and uncomplicated. You order your CuisineCH food and we deliver it to you super-fast. So, keep up to speed, order right now using PayCH right on our PlatformCH platform or download our mobile app to get CuisineCH delivery from all over CityCH at your fingertips. Remember to rate us! Try their a MainCH or a SecondCH."
1854,Ristorante Pizzeria La Luna,8590,Romanshorn,Apps iOS,Pizza,Italian,Wunschpizza (32cm),Pizza Prosciutto,4.1,517,CASH,0,39.65,"An excellent CuisineCH restaurant in CityCH, NameCH has built its name for delivering food fast, right on time. You don’t have to second-guess with this one. Their menu is extensive, and they're happy to deliver. So, order right here on eat.ch using PayCH right on our PlatformCH platform or download our mobile app for a faster experience. You won't regret it! Try their a MainCH or a SecondCH."
1856,Long Sheng,1196,Gland,Apps iOS,Sushi,Curry,Boeuf croustillant,"Phad Thai au poulet, légumes, tofu, oeuf et cacahuètes",4.2,999,Visa,0,64.75,"With NameCH, it is literally impossible not to find something you will love. This authentic restaurant located in CityCH provides excellent CuisineCH cuisine. The prices are great, and you can pay online if you order now using PayCH right on our PlatformCH platform with eat.ch or the eat.ch mobile app. Try their a MainCH or a SecondCH."
1863,Spiezer Pizza Express,3700,Spiez,Web,Pizza,Kebab,Kebab Dürüm,Kebab Sandwich,4.7,321,CASH,0,38.53,"Get some excellent CuisineCH food with NameCH. If you’re a CuisineCH food lover, then this place is just going to tickle your taste buds. Browse through the extensive menu of delicious CuisineCH food right here, or use our mobile app. Whatever it is you want, order now using PayCH right on our PlatformCH platform, and we will deliver fast. Remember to rate their deliciousness! Try their a MainCH or a SecondCH."
1869,Black Chicken,4107,Ettingen,Web,Swiss,,Riz Casimir mit Pouletgeschnetzeltem,Pouletrahmschnitzel,4.5,251,CASH,0,43.59,"NameCH is a restaurant in CityCH known for their fresh and healthy options. There is MainCH and SecondCH. You can even pay online when you order online using PayCH right on our PlatformCH platform on eat.ch, or through our eat.ch mobile app. Remember to leave these guys a rating, and enjoy your food!"
1871,Avanti Pizza Büren ,3294,Büren an der Aare,Web,Pizza,Kebab,Pizza Prosciutto,Pizza Salami (scharf),4.3,459,CASH,0,33.21,"Want a MainCH, or a SecondCH? There's only one place to get that in CityCH. That's right, it's NameCH! The food here is too good for their prices. Download our mobile app to order from this classy restaurant, or just order now using PayCH right on our PlatformCH platform right here. We’ll deliver fast, and do remember to rate our services!"
1872,Avanti Pizza Rüttenen,4522,Rüttenen,Apps iOS,Pizza,Kebab,Pizza Prosciutto,Pizza Margherita,4.4,499,CASH,0,33.11,"If you want a guilt-free meal, then the NameCH restaurant chain in CityCH is definitely something you must try. Order online right now using PayCH right on our PlatformCH platform, or download our mobile app and order from there. Either way, we’ll deliver your food to you fast, and you’ll have the joy of feeling the freshness of NameCH spread across your home. Remember to rate their freshness! Try their a MainCH or a SecondCH."
1875,Sweet & Sour,8802,Kilchberg,Web,Thai,Chinese,Poulet im Backteig an Süss-Sauer Sauce,Phad Thai Reisnudeln,4.4,"1,745",PayPAL,0,56.2,"Over the past couple of years, the NameCH chain of restaurants have really expanded across CityCH. There are two major factors behind their success: freshness, and quality. With NameCH, you won’t have to think twice when ordering! So, order now, pay online using our secure payment processor using PayCH right on our PlatformCH platform, and get your food delivered to you fast. Don’t forget to leave them a rating! Try their a MainCH or a SecondCH."
1883,Krung-Thai Restaurant,9055,Bühler,Web,Thai,Asian,Phad Thai,Hausgemachte Popiah (5 Stück),4.6,829,MasterCard,0,49.77,"NameCH has been repeatedly called the fastest delivery service in CityCH. They’ve got all types of CuisineCH food, and they deliver fast. So, try their MainCH or a SecondCH. You can order right here using PayCH right on our PlatformCH platform on eat.ch, or download our mobile app for a faster experience!"
1895,Wiang Phing,8610,Uster,Web,Thai,Curry,Kaeng Mussaman mit Jasminreis (wenig scharf),Pad Thai,4.3,477,CASH,0,60.09,"CuisineCH food lovers unite! NameCH located in CityCH does more than just CuisineCH, though. They have plenty of other specialities, as well as MainCH or a SecondCH. Get your spicy CuisineCH treats delivered right to your home or office. Order now using PayCH right on our PlatformCH platform right here or using the eat.ch mobile app, and don’t forget to leave us a rating!"
1926,Aspendos Pizza Kurier,3052,Zollikofen,Apps iOS,Pizza,Kebab,Kebab im Fladenbrot,Döner Box mit Pommes Frites und Sauce,4.5,"2,117",Visa,0,35.95,"You can almost hear the distant sounds of a CuisineCH fest just when you say the name. NameCH brings the authentic flavours of CuisineCH right here to CityCH. Try their extensive range of CuisineCH food. Just order now using PayCH right on our PlatformCH platform, and have your steaming CuisineCH food delivered fast. Remember to download our mobile app for a better experience! Try their a MainCH or a SecondCH."
1930,Restaurant Jura Asia-Haus,5000,Aarau,Apps Android,Asian,Curry,Süss-Sauer mit gebratenem Reis,Chow Mien,4.2,"2,037",CASH,0,64.02,"The NameCH chain of restaurants brings the heart and soul of CuisineCH food right here to CityCH. Dip yourself into the best CuisineCH food you’ve ever tasted, and feel the flavours dance around your mouth. Order online right now using PayCH right on our PlatformCH platform on a mobile app, and pay online when you eat with us. Have a great meal! Try their a MainCH or a SecondCH."
1939,Sababa Food ,8200,Schaffhausen,Web,Orientale,,Shawerma im Yufka-Fladenbrot,Mezze Mixed Grill,4.5,220,CASH,0,44.52,"The NameCH restaurant has MainCH, SecondCH, and a ton of other things. So why cook when you can order your favourite topping of pizza online, right here with us on eat.ch. Remember, you can also use our mobile app to browse through their extensive menu, and pay online using PayCH right on our PlatformCH platform.  "
1947,Kronenhof Food Service,4112,Bättwil,Web,Pizza,Italian,Schweins Cordon Bleu mit Pommes Frites,Pizza Margherita,4.5,477,CASH,0,38.09,"What more needs to be said of this famous CuisineCH chain? Their fast delivery and excellent food have brought them to where they are now, and CityCH is a city full of CuisineCH food lovers, so why not eat away? Order from this iconic CuisineCH joint, and you’ll be eating delicious CuisineCH food in no time! You can also pay online using PayCH right on our PlatformCH platform, and remember to use a mobile app to have NameCH at your fingertips. Try their a MainCH or a SecondCH."
1948,Bützberg Express Pizza Kurier & Kebap Haus,4922,Bützberg,Apps Android,Pizza,Kebab,Wunschpizza (32cm),Kebab Box XXL,4.7,"1,253",CASH,0,35.5,"One thing NameCH customers’ repeatedly mention is their excellent CuisineCH food. I mean, it’s just the best CuisineCH food in the world. See this for yourself when you order online using PayCH right on our PlatformCH platform with us right here on eat.ch, or just get our mobile app from the Play store or App Store to order using your mobile device. Try their a MainCH or a SecondCH."
1950,Doppio Gusto,8835,Feusisberg,Apps iOS,Pizza,Italian,Pizza Piccante (scharf),Pizza Margherita,4.4,462,MasterCard,0,46.48,"The best part of NameCH is that you can find them all over the world. This way, it doesn’t matter where you go, there will always be a trusted place you can get your delicious CuisineCH foods from. Naturally, CityCH has several NameCH outlets, all of which serve the delicious CuisineCH foods you can’t get enough of. So, go ahead, order right now using PayCH right on our PlatformCH platform, right here on eat.ch or use a mobile app to get all the CuisineCH foods you would ever want. Try their a MainCH or a SecondCH."
1953,Pizzeria Moossee,3302,Moosseedorf,Web,Italian,Turkish,Pizza Hot Salami,Pizza Margherita,3.5,114,CASH,0,39.15,"NameCH CuisineCH food is known for their attentiveness to customer feedback. You want a MainCH, you get a MainCH. With their competitive prices and excellent food, it’s no wonder they got to be a global franchise. Now, you can order from this famous CuisineCH food joint right here on eat.ch using PayCH right on our PlatformCH platform, or download our mobile app to get tons of restaurants in CityCH at your fingertips."
1955,La Pasta,9469,Sennwald,Web,Pizza,Burger,Cordon Bleu,Zack Zack Käse - dünnes Schweineschnitzel,4.2,629,CASH,0,39.92,"NameCH, probably one of the best CuisineCH food joints in the world. If you order online with us using PayCH right on our PlatformCH platform, the great guys at NameCH will guarantee you free delivery in half an hour. The best part? There’s no minimum order. I mean, what other restaurant gives you these kinds of options? So, order right now, or order using our mobile app. Remember to leave these guys a rating! Try their a MainCH or a SecondCH."
1968,Pizza Kurier Sofra Stans,6370,Stans,Apps iOS,Pizza,Kebab,Kebap im Fladenbrot,Döner Box,4.7,809,PayPal,0,38.31,"Come get your fill of CuisineCH food right here in CityCH when you eat with NameCH. Just download our mobile app on your iPhone or Android device, and order online using PayCH right on our PlatformCH platform! You’ll get your food within 45 minutes, regardless of which dish it is. Try their a MainCH or a SecondCH."
1980,Mandoline Grill Haus,8590,Romanshorn,Apps iOS,Pizza,Kebab,Pizza Tahsin (32cm),Kebab Menu,4.8,"1,654",TWINT,0,26.78,"Whatever your worries may be, they will disappear once you taste the authentic NameCH food served here. Maybe you want CuisineCH food? Well, whatever it is you want, the food is literally at your fingertips when you download our eat.ch mobile app. Or you can just order online right here using PayCH right on our PlatformCH platform. Plenty of payment options available, along with some super-fast delivery.  Try their a MainCH or a SecondCH."
1986,La Pizza,6340,Baar,Apps Android,Pizza,Italian,Pizza Margherita (vegetarisch),Pizza Prosciutto,4.3,"1,064",CASH,0,41.79,"Throwing a party? Hanging out with your friends but happen to be out of drinks? Well, that’s what NameCH is here for. These guys specialise in fast delivery of MainCH or a SecondCH, wherever you may be in CityCH. So why wait? Order and pay online right now using PayCH right on our PlatformCH platform, or download the eat.ch mobile app for a faster experience! Remember, you can rate their services once you order from them."
1987,Tomate Uster,8610,Uster,Web,Pizza,Italian,Pizza Prosciutto,Pizza Hawaii,4.2,885,American Express,0,38.91,"Get your tastebuds ready, because this iconic CuisineCH chain is going to blow your taste buds away! Located in the heart of CityCH, the huge number of foods they offer means that they have something for everybody. Order online right now using PayCH right on our PlatformCH platform to try their specialities. Download our mobile app, and have your delicious doughnuts delivered to you right away! Try their a MainCH or a SecondCH."
1991,Pizzeria Corsaro,8406,Winterthur,Web,Pizza,Italian,Wunschpizza (32cm),Pizzamenü 32cm,4.6,"1,021",Visa,0,36.85,"Want good food? Then order from NameCH right now, and get your delivery in 30 minutes! Or, if you're feeling in the mood for some other type of CuisineCH food, you know that there is no other CuisineCH place in CityCH that's more qualified to fill moods. Download our mobile app to get to the CuisineCH food you love a faster. You can also pay online using PayCH right on our PlatformCH platform! Try their a MainCH or a SecondCH."
1996,Al Lago Pizza Kurier Trattoria,9400,Rorschach,Apps iOS,Pizza,Italian,Pizza Margherita,Pizza Prosciutto,4.5,"1,653",Visa,0,31.01,"When you say CuisineCH food, you typically think spicy, salty, flavour filled food that's probably not good for your body. NameCH CityCH is an CuisineCH themed restaurant that flips this concept over, providing you with delicious CuisineCH food while being healthy. Get their specialities and have your food delivered to you fast under an hour when you order and pay online using PayCH right on our PlatformCH platform with us. So order away! Try their a MainCH or a SecondCH."
1999,Viva Pizza & Kebab,5507,Mellingen,Web,Pizza,Kebab,Dürüm Kebab im Fladenbrot,Döner Kebab im Taschenbrot,4.2,412,CASH,0,39.89,"Get CuisineCH food delivered to your doorstep in 40 minutes! CityCH is a city of CuisineCH food lovers, so NameCH is only happy to please. They're known for surprising their customers by getting them their CuisineCH food way before the approximated delivery time. Try finding out yourself, order online right now with eat.ch or through the eat.ch mobile app and pay online using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
2008,Pizza Zone Belfaux,1782,Belfaux,Apps iOS,Pizza,Italian,Pizza Paysanna,Pizza Jambon,4.2,638,TWINT,0,38.03,"CuisineCH, CuisineCH, CuisineCH! The words “CuisineCH food” and “CuisineCH” go together like MainCH and SecondCH. My point is, if it’s CuisineCH food you are looking for, CityCH is your city, and NameCH is your one-stop CuisineCH food delivery service. Order right now and sink your teeth into a CuisineCH food in just 40 minutes. Delivery is fast, and you can pay online using PayCH right on our PlatformCH platform using whatever method you choose!"
2011,Gambatte Restaurant Japonais,1004,Lausanne,Web,Sushi,Asian,Ura-maki Vulcano Roll (8 pièces),Uramaki Vulcano Roll (8 pièces),4.1,522,Visa,0,53.25,"NameCH should really just translate to ""CuisineCH food"". Of course, they do other varieties too, but their CuisineCH foods really take centre stage! Well, that moment can be 40 minutes from now if you order using PayCH right on our PlatformCH platform right away right here, or using our mobile app. Remember to rate their service once you're done eating! Try their a MainCH or a SecondCH."
2012,Ennet Pizza Kurier,6373,Ennetbürgen,Apps Android,Pizza,Kebab,Wunschpizza (32cm),Pizza el Kebab,4.6,714,CASH,0,33.52,"NameCH will get you all your CuisineCH specialities delivered to you fast the second you order online. Wherever you are in CityCH, NameCH always has your back, whether you want an all-out meal or just a light snack. Order and pay online right now using PayCH right on our PlatformCH platform, or use our eat.ch mobile app for a faster experience. Remember to rate these guys! Try their a MainCH or a SecondCH."
2020,Asia Express,1003,Lausanne,Apps Android,Curry,Asian,Riz boeuf croustillant,Nouilles sautées au poulet,3.3,196,CASH,0,49.11,"With all that Italian and American food flying around, it’s easy to forget some delicious CuisineCH food, but you’ll realise that you never actually forget it. So why not taste some excellent MainCH and SecondCH, and feel the real taste of CityCH with Falkino! Order online using PayCH right on our PlatformCH platform right here on eat.ch or download our mobile app and order faster! You’ll get delivery in 40 minutes, so remember to rate this restaurant in the next two hours!"
2021,Restaurant Bistro,5314,Böttstein,Web,Pizza,Kebab,Döner im Fladenbrot,Döner Kebap,4.3,165,CASH,0,37.34,"What is your favourite restaurant in CityCH? NameCH? Well, they seem certain that they can get themselves into your heart! This all-round restaurant, which serves CuisineCH food certainly has enough selections for everybody, so why not try and see if they can be your favourite? Order right now using PayCH right on our PlatformCH platform, and don't forget to leave these guys a rating! Try their a MainCH or a SecondCH."
2040,Napoli Pizza Interlaken,3800,Interlaken,Apps iOS,Pizza,Kebab,Dürüm im Fladenbrot,Döner Box,4.7,824,CASH,0,32.33,"If you’re thinking of eating at NameCH, then you’ve already made a fine choice! This CuisineCH restaurant which offers CuisineCH cuisine will have you nosediving into an authentic CuisineCH experience while sitting at your home in CityCH. So dive in faster, use our mobile app to order in seconds. Use PayCH right on our PlatformCH platform, and remember to rate their services! Try their a MainCH or a SecondCH."
2043,Pizza Zone,1700,Fribourg,Web,Pizza,Italian,Pizza Jambon,Pizza Margherita,4.4,"2,335",Visa,0,34.32,"Is it a bird? Is it a plane? No, it's NameCH! This is one of the few restaurants in CityCH that offers family special menus, with CuisineCH being its top sellers. Order a special, or order something else that tastes just as good. Whatever it is you want, order online using PayCH right on our PlatformCH platform, or order right here on eat.ch, and we will deliver to you fast! Try their a MainCH or a SecondCH."
2046,Indian Restaurant Royal Palace,4055,Basel,Apps iOS,Indian,Curry,Chicken Tikka Masala mit Reis,Vegetable Samosa (2 Stück),4.2,557,CASH,0,69.44,"Dive deep into the authentic cuisine of this charming and warm CuisineCH restaurant located in the heart of CityCH. If you’re looking for some great food, then NameCH is where your food is at. So, order right now using PayCH right on our PlatformCH platform to get fast delivery to your home or office. Remember to download our mobile app to keep CuisineCH food at your fingertips! Try their a MainCH or a SecondCH."
2049,Spizzati Pizzeria & Piadineria,8032,Zürich,Web,Pizza,Italian,Pizza Margherita,Wunschpizza 32cm,4.2,"1,153",Visa,0,42.36,"NameCH has, hands down, the best food in CityCH. They also have excellent CuisineCH food and other cuisines as well. Order right now using PayCH right on our PlatformCH platform, and you’ll get your food in under an hour. Download our mobile app on your iPhone or Android device for a faster experience, and remember to rate this restaurant once you’ve eaten! Try their a MainCH or a SecondCH."
2052,Pizza Ruswil,6017,Ruswil,Apps iOS,Pizza,Kebab,Kebap Fladenbrot,Pizza Kebap,4.3,571,CASH,0,37.81,"It’s very hard to find sandwiches with home-made bread in CityCH. So, if you’ve been looking for something like that, then NameCH should be high up on the list of restaurants you want to order from. They’ve also got excellent CuisineCH food such as MainCH and SecondCH, so don’t hesitate, order online right now using PayCH right on our PlatformCH platform. You can also order using our mobile app, and leave ratings too!"
2059,Natura Nova Nale,8956,Killwangen,Web,Orientale,European,Grill Balkan Platte (Mesano Meso) mit Schweizer Fleisch (ca. 600g),"Cevapcici (10 Stück, ca. 300g)",3.1,76,CASH,0,45.15,"If you are in a relaxed mood, then you should order from a relaxed restaurant. If you are stressed, you should still order from a relaxed restaurant. Get some top-notch CuisineCH food, wherever you are in CityCH from NameCH. You definitely should try the NameCH specials such as MainCH or a SecondCH. In fact, you can try them right now when you order with us using PayCH right on our PlatformCH platform. Or you can order using our mobile app. Either way, happy eating!"
2062,Ringli Pizzeria,6130,Willisau,Apps iOS,Pizza,Kebab,Kebab Dürüm im Fladenbrot,Pizza Amore (32cm),3.8,147,CASH,0,39.85,"When you get home at night, the last thing you want to think about is cooking dinner. Of course, ordering takeout generally tends to be unhealthy, right? Nope. When you order with NameCH, you know you will be getting the healthiest food in CityCH. So why wait? Order right now using PayCH right on our PlatformCH platform and get the freshest MainCH of your life! By the way, remember to rate their freshness."
2077,Inter Pizza Express,3800,Interlaken,Web,Pizza,Kebab,Dürüm,Wunschpizza (32cm),4.2,152,TWINT,0,31.41,"If you want healthy food with great quality and an extensive menu to choose from, then NameCH should be your restaurant of choice. These guys have an extensive chain of restaurants that specialise in health foods, so you know you’re in good hands. Don’t waste time overthinking, because you won’t regret it. Just order online now using PayCH right on our PlatformCH platform, or use our mobile app to place your order and we will get you your delivery fast! Try their a MainCH or a SecondCH."
2084,Restaurant Pizzeria Bahnhof Frenkendorf,4402,Frenkendorf,Apps Android,Pizza,Italian,Pizza Prosciutto,Cordon Bleu Maison,4.4,852,Visa,0,42.95,"If you work near NameCH in CityCH, then make it a point to try their food. Generally, as an office worker, you probably need to take extra steps to stay healthy, which is why this office-oriented healthy food joint should be your number one food destination. Order a warm bowl on a cold day, or a burner salad on a hot day. Whatever it is, we'll deliver to you fast. Of course, don't forget your co-workers! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
2086,Smileys Pizzakurier,8274,Tägerwilen,Apps iOS,Pizza,Italian,Wunschpizza (32cm),Burger Menü 2,4.6,"1,950",CASH,0,29.95,"Ever had a CuisineCH meal? No? Then order right now from NameCH, and we’ll deliver your food you in 40 minutes. Feeling adventurous? Order from their XXL CuisineCH food menu. However big the order, we’ll get it to you, wherever you are in CityCH. Remember to download our mobile app onto your iPhone or Android device for some real fast food, and always remember to leave a rating! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
2089,Nemo Pizza Kurier,8832,Freienbach,Web,Pizza,Kebab,Döner Box,Pizza Margherita,4.4,403,CASH,0,44.52,"The happy chefs at NameCH are happy to deliver the best food and drinks to the people of CityCH. I feel like I said “happy” too much. You know what else is too much? Their portions. Indulge yourself in the massive portions of MainCH or a SecondCH these guys deliver, and why not order some wine or beer while you’re at it? Order right now using PayCH right on our PlatformCH platform, and we’ll deliver in 45 minutes! Oh, also, remember to leave them a rating."
2092,Restaurant Papaya,8910,Affoltern am Albis,Apps iOS,Asian,Chinese,Süss Sauer Poulet,Panaeng Curry (scharf),4.3,397,PayPal,0,85.56,"I’m not sure if it is a coincidence, or if it is just clever branding, but these guys actually have their takeaway joint located on a hard corner of a building in CityCH. Try the CuisineCH salad, along with their special menu. Order now using PayCH right on our PlatformCH platform, and we will deliver fast. You can also order using our mobile app for an even faster experience. So, get ordering! Try their a MainCH or a SecondCH."
2098,Centro Pizzeria Bistro,3700,Spiez,Apps iOS,Pizza,Italian,Pizza Prosciutto,Dönerbox mit Pommes Frites,4.6,767,MasterCard,0,39.07,"What’s better than home-made food? NameCH’s food, of course! You should definitely try CuisineCH foods, MainCH or a SecondCH, or anything else these guys have to offer. So, order online right now using PayCH right on our PlatformCH platform, and we’ll deliver fast, wherever you are in CityCH. Remember to give our mobile app a try, and also remember to rate NameCH once you've eaten from them! "
2101,Nemrut Pizza & Kebap Haus,8500,Frauenfeld,Web,Pizza,Kebab,Pizza Kebap,Jumbo Dürüm,4.7,"1,235",CASH,0,31.7,"Ever CuisineCH food? No? Then don’t worry, because NameCH brings the classic CuisineCH restaurant right to the heart of CityCH. Apart from having tons of classic CuisineCH foods, they also are the first restaurant in CityCH to serve the famous vegetarian beyond CuisineCH food. Try it, you’ll love it. Order right now using PayCH right on our PlatformCH platform for fast delivery, and don’t forget to rate their classic vibe! Try their a MainCH or a SecondCH."
2110,Food Express,4460,Gelterkinden,Apps Android,Pizza,Kebab,Dürüm,Kebab,4.5,551,CASH,0,38.01,"Get a taste of the healthiest restaurant chain in CityCH! The wonderful people at NameCH have a selection of delicious organic products, from MainCH to SecondCH. They’ve also got curries and wraps, so you know you will always find something for you. Check out their menu here, or using our mobile app, and pay online using PayCH right on our PlatformCH platform when your order with us. We’ll guarantee fast delivery!"
2111,Adler Pizzakurier,3510,Konolfingen,Web,Pizza,Kebab,Dürüm im Fladenbrot,Wunschpizza (32cm),4.5,388,CASH,0,34.37,"If you’re feeling cold, then you have to get a hot dish of delicious and healthy soup right away! And where you get it from? NameCH, of course! All the food in this restaurant can be labelled as food you won’t regret eating. Because it’s healthy, it’s fresh, and if you order now, it’ll be delivered to you fast! You can also order using PayCH right on our PlatformCH platform, and leave ratings too. Try their a MainCH or a SecondCH."
2113,City Pizza Zofingen,4800,Zofingen,Web,Pizza,Kebab,Dürüm Kebab,Döner Box,4.4,"1,465",Visa,0,35.28,"This cosy, laid-back restaurant will bring the heart of CuisineCH cuisine to CityCH. If you’re throwing a party, or if you just want to have a nice CuisineCH meal with your family, they’ve got MainCH and SecondCH. So, check them out right here, or use our mobile app. You can pay online using PayCH right on our PlatformCH platform and rate your food too!"
2114,Schwanen Express,8603,Schwerzenbach,Apps iOS,Pizza,Italian,Mittagsmenü,Cordon Bleu Klassisch (normal),4.4,"2,417",MasterCard,0,44.9,"If you’re looking for a fast CuisineCH food, or a MainCH or SecondCH, then NameCH is what you’re looking for. This is because this restaurant is known to have the fastest delivery in pretty much all of CityCH. Customers have especially highlighted the speed of delivery, and we can guarantee that you will get your food in half an hour. So, think fast, order now! Or order using our mobile app. It's even faster! You can even pay online using PayCH right on our PlatformCH platform."
2117,Pizzeria Mira,4147,Aesch,Web,Pizza,Italian,Pizza Margherita,Pizza Prosciutto,4.7,"1,743",Visa,0,39.8,"Get some CuisineCH with NameCH in CityCH. They’ve got special food, so make a wish and order now! You get your delivery in 40 minutes, and you can pay online using PayCH right on our PlatformCH platform when you order here, or order using our eat.ch mobile app. Remember to let the restaurant know what you think and leave them a rating! Try their a MainCH or a SecondCH."
2118,Kunming Garten,8712,Stäfa,Apps Android,Curry,Chinese,Süss Sauer mit Poulet im Teig,Krokantes Chilli-Rindfleisch,4.4,"1,149",MasterCard,0,58.43,"CityCH sure has a ton of CuisineCH restaurants, but that’s because there are so many people waiting to eat. NameCH clearly knew what they were doing when they invited everyone to broaden their cultural horizons with their delicious CuisineCH food. It’s gorgeous. Order online right now using PayCH right on our PlatformCH platform, and we’ll deliver fast. You can also conveniently order using our mobile apps. Don’t forget to leave a rating! Try their a MainCH or a SecondCH."
2127,Paradies Pizza Express ,3075,Rüfenacht,Web,Pizza,Kebab,Kebab im Fladenbrot,Kebab im Taschenbrot,4.5,189,CASH,0,39.09,"Great CuisineCH food, fast delivery, excellent prices. These are the three steps to excellence, and NameCH has certainly mastered them. I mean, all their customers seem to agree. In addition to all the CuisineCH foods, they’ve got special menus at excellent offer prices. Check these offers out right now! You can do that at your convenience if you get our mobile app for your iPhone or Android device. You can also pay using PayCH right on our PlatformCH platform. As always, remember to leave these guys a rating! Try their a MainCH or a SecondCH."
2129,La Riva Pizza Kurier,8332,Russikon,Web,Pizza,Italian,Pizza Salame mit scharfer Salami (scharf),Pizza Prosciutto,4.2,"1,052",Visa,0,37.61,"The best CuisineCH food in CityCH, right here on eat.ch! Get expert cooked CuisineCH cuisine delivered right to your home or office. Preparing a MainCH or a SecondCH to be just right isn’t the easiest thing to do, but with NameCH, you can be assured that you’ll be enjoying all the deliciousness of CuisineCH fast! You can easily use PayCH right on our PlatformCH."
2146,Pizza Castello,3076,Worb,Apps iOS,Pizza,Kebab,Kebab Dürüm,Döner Box mit Pommes Frites,3.9,163,CASH,0,34.35,"Get your fill of a MainCH and SecondCH from this awesome little restaurant situated in the heart of CityCH. All sorts of stuff, you name it, they have it. Best part? You can order online right here on eat.ch using PayCH right on our PlatformCH.! Speedy delivery right to your doorstep. "
2149,Chinesisches-Restaurant Traube ,4102,Binningen,Web,Curry,Chinese,Rindfleisch Szechaun (scharf),Poulet Szechuan (scharf),4.1,208,CASH,0,54.28,"“Fast delivery and always friendly” – that’s what one of our customers had to say when ordering from this restaurant. So, why stay on the fence? Order online right away and get some yummy MainCH delivered anywhere in CityCH right to your home or office! Don't forget to rate us afterwards. You can easily use PayCH right on our PlatformCH."
2150,Pizza 73,8212,Neuhausen am Rheinfall,Apps Android,Pizza,Kebab,Pizza Kebab,Pizza Margherita,4.5,699,CASH,0,35.85,"Hate ordering food just to have it delivered cold and uneatable? Well, you won’t be experiencing that when you order online with us! Previous customers specifically point out how on-time the delivery is, and how the food is still warm. If you’re looking for MainCH in CityCH, this is your number one spot. You can easily use PayCH right on our PlatformCH."
2164,Pizza Kebab Haus Zuchwil,4528,Zuchwil,Apps Android,Pizza,Kebab,Mega Dürüm,Döner Box mit Pommes Frites (gross),4.3,519,CASH,0,24.87,"The NameCH restaurant in CityCH is just as good as its name sounds. Know what’s better? Getting a MainCH or a SecondCH ordered right from the comfort of your home or office right here on eat.ch. A CuisineCH restaurant, the NameCH restaurant is your one-stop food destination. Pay online using PayCH right on our PlatformCH. when you order with us!"
